time,date,S&P500,ret
502,3/2/2015,2117.389893,0.006106238
503,3/3/2015,2107.780029,-0.004548873
504,3/4/2015,2098.530029,-0.004398161
505,3/5/2015,2101.040039,0.001195365
506,3/6/2015,2071.26001,-0.014275356
507,3/9/2015,2079.429932,0.003936662
508,3/10/2015,2044.160034,-0.017106821
509,3/11/2015,2040.23999,-0.001919521
510,3/12/2015,2065.949951,0.012522702
511,3/13/2015,2053.399902,-0.006093237
512,3/16/2015,2081.189941,0.013442909
513,3/17/2015,2074.280029,-0.003325698
514,3/18/2015,2099.5,0.012085102
515,3/19/2015,2089.27002,-0.004884489
516,3/20/2015,2108.100098,0.008972382
517,3/23/2015,2104.419922,-0.001747257
518,3/24/2015,2091.5,-0.006158346
519,3/25/2015,2061.050049,-0.014665926
520,3/26/2015,2056.149902,-0.002380331
521,3/27/2015,2061.02002,0.002365761
522,3/30/2015,2086.23999,0.012162382
523,3/31/2015,2067.889893,-0.008834686
524,4/1/2015,2059.689941,-0.003973255
525,4/2/2015,2066.959961,0.003523453
526,4/6/2015,2080.620117,0.006587073
527,4/7/2015,2076.330078,-0.002064033
528,4/8/2015,2081.899902,0.002678941
529,4/9/2015,2091.179932,0.004447576
530,4/10/2015,2102.060059,0.005189377
531,4/13/2015,2092.429932,-0.004591807
532,4/14/2015,2095.840088,0.001628432
533,4/15/2015,2106.629883,0.005134989
534,4/16/2015,2104.98999,-0.000778747
535,4/17/2015,2081.179932,-0.011375704
536,4/20/2015,2100.399902,0.009192748
537,4/21/2015,2097.290039,-0.001481702
538,4/22/2015,2107.959961,0.005074583
539,4/23/2015,2112.929932,0.002354941
540,4/24/2015,2117.689941,0.002250266
541,4/27/2015,2108.919922,-0.004149913
542,4/28/2015,2114.76001,0.002765404
543,4/29/2015,2106.850098,-0.003747348
544,4/30/2015,2085.51001,-0.010180553
545,5/1/2015,2108.290039,0.010863776
546,5/4/2015,2114.48999,0.002936433
547,5/5/2015,2089.459961,-0.011908003
548,5/6/2015,2080.149902,-0.004465681
549,5/7/2015,2088,0.003766711
550,5/8/2015,2116.100098,0.013368148
551,5/11/2015,2105.330078,-0.005102557
552,5/12/2015,2099.120117,-0.002953996
553,5/13/2015,2098.47998,-0.000305001
554,5/14/2015,2121.100098,0.010721605
555,5/15/2015,2122.72998,0.000768118
556,5/18/2015,2129.199951,0.003043313
557,5/19/2015,2127.830078,-0.000643582
558,5/20/2015,2125.850098,-0.000930949
559,5/21/2015,2130.820068,0.002335146
560,5/22/2015,2126.060059,-0.002236385
561,5/26/2015,2104.199951,-0.010335205
562,5/27/2015,2123.47998,0.009120919
563,5/28/2015,2120.790039,-0.001267564
564,5/29/2015,2107.389893,-0.006338515
565,6/1/2015,2111.72998,0.002057343
566,6/2/2015,2109.600098,-0.001009105
567,6/3/2015,2114.070068,0.002116629
568,6/4/2015,2095.840088,-0.008660562
569,6/5/2015,2092.830078,-0.001437215
570,6/8/2015,2079.280029,-0.00649556
571,6/9/2015,2080.149902,0.000418265
572,6/10/2015,2105.199951,0.011970492
573,6/11/2015,2108.860107,0.001737117
574,6/12/2015,2094.110107,-0.007018875
575,6/15/2015,2084.429932,-0.004633289
576,6/16/2015,2096.290039,0.00567373
577,6/17/2015,2100.439941,0.001977684
578,6/18/2015,2121.23999,0.009854
579,6/19/2015,2109.98999,-0.005317615
580,6/22/2015,2122.850098,0.006076368
581,6/23/2015,2124.199951,0.000635666
582,6/24/2015,2108.580078,-0.007380466
583,6/25/2015,2102.310059,-0.002978004
584,6/26/2015,2101.48999,-0.000390156
585,6/29/2015,2057.639893,-0.021086969
586,6/30/2015,2063.110107,0.002654962
587,7/1/2015,2077.419922,0.006912097
588,7/2/2015,2076.780029,-0.00030807
589,7/6/2015,2068.76001,-0.003869232
590,7/7/2015,2081.340088,0.006062561
591,7/8/2015,2046.680054,-0.016792965
592,7/9/2015,2051.310059,0.002259648
593,7/10/2015,2076.620117,0.012262986
594,7/13/2015,2099.600098,0.011005269
595,7/14/2015,2108.949951,0.004443273
596,7/15/2015,2107.399902,-0.000735256
597,7/16/2015,2124.290039,0.007982734
598,7/17/2015,2126.639893,0.001105572
599,7/20/2015,2128.280029,0.000770936
600,7/21/2015,2119.209961,-0.004270796
601,7/22/2015,2114.149902,-0.002390565
602,7/23/2015,2102.149902,-0.00569221
603,7/24/2015,2079.649902,-0.010761021
604,7/27/2015,2067.639893,-0.005791755
605,7/28/2015,2093.25,0.012310074
606,7/29/2015,2108.570068,0.007292143
607,7/30/2015,2108.629883,2.83672E-05
608,7/31/2015,2103.840088,-0.002274104
609,8/3/2015,2098.040039,-0.002760694
610,8/4/2015,2093.320068,-0.002252239
611,8/5/2015,2099.840088,0.003109838
612,8/6/2015,2083.560059,-0.007783196
613,8/7/2015,2077.570068,-0.002879023
614,8/10/2015,2104.179932,0.012726836
615,8/11/2015,2084.070068,-0.009603065
616,8/12/2015,2086.050049,0.000949604
617,8/13/2015,2083.389893,-0.001276026
618,8/14/2015,2091.540039,0.003904332
619,8/17/2015,2102.439941,0.005197892
620,8/18/2015,2096.919922,-0.002628983
621,8/19/2015,2079.610107,-0.008289137
622,8/20/2015,2035.72998,-0.02132596
623,8/21/2015,1970.890015,-0.032369242
624,8/24/2015,1893.209961,-0.040211444
625,8/25/2015,1867.609985,-0.01361425
626,8/26/2015,1940.51001,0.0382913
627,8/27/2015,1987.660034,0.024007254
628,8/28/2015,1988.869995,0.000608551
629,8/31/2015,1972.180054,-0.008427078
630,9/1/2015,1913.849976,-0.03002265
631,9/2/2015,1948.859985,0.018127671
632,9/3/2015,1951.130005,0.001164116
633,9/4/2015,1921.219971,-0.015448309
634,9/8/2015,1969.410034,0.024773637
635,9/9/2015,1942.040039,-0.013995036
636,9/10/2015,1952.290039,0.005264075
637,9/11/2015,1961.050049,0.004477007
638,9/14/2015,1953.030029,-0.004098041
639,9/15/2015,1978.089966,0.012749688
640,9/16/2015,1995.310059,0.008667741
641,9/17/2015,1990.199951,-0.002564345
642,9/18/2015,1958.030029,-0.016296231
643,9/21/2015,1966.969971,0.004555392
644,9/22/2015,1942.73999,-0.01239493
645,9/23/2015,1938.76001,-0.002050744
646,9/24/2015,1932.23999,-0.003368652
647,9/25/2015,1931.339966,-0.000465902
648,9/28/2015,1881.77002,-0.026001211
649,9/29/2015,1884.089966,0.001232094
650,9/30/2015,1920.030029,0.018895898
651,10/1/2015,1923.819946,0.001971939
652,10/2/2015,1951.359985,0.014213793
653,10/5/2015,1987.050049,0.018124594
654,10/6/2015,1979.920044,-0.003594689
655,10/7/2015,1995.829956,0.00800352
656,10/8/2015,2013.430054,0.00877978
657,10/9/2015,2014.890015,0.000724849
658,10/12/2015,2017.459961,0.001274664
659,10/13/2015,2003.689941,-0.006848824
660,10/14/2015,1994.23999,-0.004727431
661,10/15/2015,2023.859985,0.014743551
662,10/16/2015,2033.109985,0.004560061
663,10/19/2015,2033.660034,0.000270509
664,10/20/2015,2030.77002,-0.001422101
665,10/21/2015,2018.939941,-0.005842449
666,10/22/2015,2052.51001,0.016490847
667,10/23/2015,2075.149902,0.010969954
668,10/26/2015,2071.179932,-0.001914933
669,10/27/2015,2065.889893,-0.002557386
670,10/28/2015,2090.350098,0.011770488
671,10/29/2015,2089.409912,-0.000449876
672,10/30/2015,2079.360107,-0.004821482
673,11/2/2015,2104.050049,0.011803877
674,11/3/2015,2109.790039,0.002724353
675,11/4/2015,2102.310059,-0.003551667
676,11/5/2015,2099.929932,-0.00113279
677,11/6/2015,2099.199951,-0.000347682
678,11/9/2015,2078.580078,-0.009871291
679,11/10/2015,2081.719971,0.001509455
680,11/11/2015,2075,-0.003233307
681,11/12/2015,2045.969971,-0.014089163
682,11/13/2015,2023.040039,-0.011270641
683,11/16/2015,2053.189941,0.014793303
684,11/17/2015,2050.439941,-0.001340277
685,11/18/2015,2083.580078,0.01603323
686,11/19/2015,2081.23999,-0.00112374
687,11/20/2015,2089.169922,0.003802955
688,11/23/2015,2086.590088,-0.001235624
689,11/24/2015,2089.139893,0.00122125
690,11/25/2015,2088.870117,-0.000129141
691,11/27/2015,2090.110107,0.000593441
692,11/30/2015,2080.409912,-0.0046518
693,12/1/2015,2102.629883,0.010623939
694,12/2/2015,2079.51001,-0.011056593
695,12/3/2015,2049.620117,-0.014477827
696,12/4/2015,2091.689941,0.020317856
697,12/7/2015,2077.070068,-0.007014044
698,12/8/2015,2063.590088,-0.006511052
699,12/9/2015,2047.619995,-0.007769086
700,12/10/2015,2052.22998,0.002248856
701,12/11/2015,2012.369995,-0.019613868
702,12/14/2015,2021.939941,0.004744288
703,12/15/2015,2043.410034,0.01056258
704,12/16/2015,2073.070068,0.014410636
705,12/17/2015,2041.890015,-0.015154776
706,12/18/2015,2005.550049,-0.017957495
707,12/21/2015,2021.150024,0.007748306
708,12/22/2015,2038.969971,0.008778096
709,12/23/2015,2064.290039,0.012341596
710,12/24/2015,2060.98999,-0.001599915
711,12/28/2015,2056.5,-0.002180936
712,12/29/2015,2078.360107,0.010573664
713,12/30/2015,2063.360107,-0.007243399
714,12/31/2015,2043.939941,-0.009456485
715,1/4/2016,2012.660034,-0.015422042
716,1/5/2016,2016.709961,0.002010204
717,1/6/2016,1990.26001,-0.013202163
718,1/7/2016,1943.089966,-0.023985817
719,1/8/2016,1922.030029,-0.010897538
720,1/11/2016,1923.670044,0.000852908
721,1/12/2016,1938.680054,0.007772514
722,1/13/2016,1890.280029,-0.025282375
723,1/14/2016,1921.839966,0.016558061
724,1/15/2016,1880.329956,-0.021835773
725,1/19/2016,1881.329956,0.00053168
726,1/20/2016,1859.329956,-0.011762766
727,1/21/2016,1868.98999,0.005181989
728,1/22/2016,1906.900024,0.020080727
729,1/25/2016,1877.079956,-0.015761545
730,1/26/2016,1903.630005,0.014045238
731,1/27/2016,1882.949951,-0.010922922
732,1/28/2016,1893.359985,0.005513351
733,1/29/2016,1940.23999,0.024458651
734,2/1/2016,1939.380005,-0.000443335
735,2/2/2016,1903.030029,-0.018920969
736,2/3/2016,1912.530029,0.00497962
737,2/4/2016,1915.449951,0.001525568
738,2/5/2016,1880.050049,-0.018654158
739,2/8/2016,1853.439941,-0.014255058
740,2/9/2016,1852.209961,-0.00066384
741,2/10/2016,1851.859985,-0.000188968
742,2/11/2016,1829.079956,-0.012377447
743,2/12/2016,1864.780029,0.019330015
744,2/16/2016,1895.579956,0.016381738
745,2/17/2016,1926.819946,0.016346111
746,2/18/2016,1917.829956,-0.004676632
747,2/19/2016,1917.780029,-2.60334E-05
748,2/22/2016,1945.5,0.014350731
749,2/23/2016,1921.27002,-0.012532577
750,2/24/2016,1929.800049,0.00442996
751,2/25/2016,1951.699951,0.011284367
752,2/26/2016,1948.050049,-0.001871865
753,2/29/2016,1932.22998,-0.008154131
754,3/1/2016,1978.349976,0.023588386
755,3/2/2016,1986.449951,0.00408595
756,3/3/2016,1993.400024,0.003492634
757,3/4/2016,1999.98999,0.00330044
758,3/7/2016,2001.76001,0.000884623
759,3/8/2016,1979.26001,-0.011303756
760,3/9/2016,1989.26001,0.005039673
761,3/10/2016,1989.569946,0.000155793
762,3/11/2016,2022.189941,0.016262546
763,3/14/2016,2019.640015,-0.001261768
764,3/15/2016,2015.930054,-0.001838631
765,3/16/2016,2027.219971,0.005584728
766,3/17/2016,2040.589966,0.006573583
767,3/18/2016,2049.580078,0.004395967
768,3/21/2016,2051.600098,0.000985092
769,3/22/2016,2049.800049,-0.000877773
770,3/23/2016,2036.709961,-0.00640651
771,3/24/2016,2035.939941,-0.000378142
772,3/28/2016,2037.050049,0.000545107
773,3/29/2016,2055.01001,0.008778012
774,3/30/2016,2063.949951,0.00434088
775,3/31/2016,2059.73999,-0.002041842
776,4/1/2016,2072.780029,0.006310959
777,4/4/2016,2066.129883,-0.00321348
778,4/5/2016,2045.170044,-0.010196298
779,4/6/2016,2066.659912,0.010452798
780,4/7/2016,2041.910034,-0.012048074
781,4/8/2016,2047.599976,0.002782703
782,4/11/2016,2041.98999,-0.002743546
783,4/12/2016,2061.719971,0.009615754
784,4/13/2016,2082.419922,0.00999007
785,4/14/2016,2082.780029,0.000172912
786,4/15/2016,2080.72998,-0.00098477
787,4/18/2016,2094.340088,0.006519726
788,4/19/2016,2100.800049,0.003079738
789,4/20/2016,2102.399902,0.000761255
790,4/21/2016,2091.47998,-0.005207563
791,4/22/2016,2091.580078,4.78587E-05
792,4/25/2016,2087.790039,-0.00181369
793,4/26/2016,2091.699951,0.001871
794,4/27/2016,2095.149902,0.001647994
795,4/28/2016,2075.810059,-0.009273636
796,4/29/2016,2065.300049,-0.005075949
797,5/2/2016,2081.429932,0.007779607
798,5/3/2016,2063.370117,-0.0087145
799,5/4/2016,2051.120117,-0.005954583
800,5/5/2016,2050.629883,-0.000239037
801,5/6/2016,2057.139893,0.003169611
802,5/9/2016,2058.689941,0.000753213
803,5/10/2016,2084.389893,0.012406366
804,5/11/2016,2064.459961,-0.009607523
805,5/12/2016,2064.110107,-0.00016948
806,5/13/2016,2046.609985,-0.008514434
807,5/16/2016,2066.659912,0.009748977
808,5/17/2016,2047.209961,-0.009455863
809,5/18/2016,2047.630005,0.000205158
810,5/19/2016,2040.040039,-0.003713595
811,5/20/2016,2052.320068,0.006001459
812,5/23/2016,2048.040039,-0.002087636
813,5/24/2016,2076.060059,0.013588638
814,5/25/2016,2090.540039,0.006950529
815,5/26/2016,2090.100098,-0.000210466
816,5/27/2016,2099.060059,0.004277695
817,5/31/2016,2096.949951,-0.001005769
818,6/1/2016,2099.330078,0.001134399
819,6/2/2016,2105.26001,0.002820696
820,6/3/2016,2099.129883,-0.002916062
821,6/6/2016,2109.409912,0.004885328
822,6/7/2016,2112.129883,0.001288616
823,6/8/2016,2119.120117,0.003304102
824,6/9/2016,2115.47998,-0.001719236
825,6/10/2016,2096.070068,-0.009217532
826,6/13/2016,2079.060059,-0.008148298
827,6/14/2016,2075.320068,-0.001800505
828,6/15/2016,2071.5,-0.001842409
829,6/16/2016,2077.98999,0.003128093
830,6/17/2016,2071.219971,-0.003263284
831,6/20/2016,2083.25,0.005791383
832,6/21/2016,2088.899902,0.00270839
833,6/22/2016,2085.449951,-0.001652929
834,6/23/2016,2113.320068,0.013275567
835,6/24/2016,2037.410034,-0.036580793
836,6/27/2016,2000.540039,-0.018262246
837,6/28/2016,2036.089966,0.017614122
838,6/29/2016,2070.77002,0.016889243
839,6/30/2016,2098.860107,0.013473863
840,7/1/2016,2102.949951,0.001946706
841,7/5/2016,2088.550049,-0.006871029
842,7/6/2016,2099.72998,0.005338687
843,7/7/2016,2097.899902,-0.000871958
844,7/8/2016,2129.899902,0.015138187
845,7/11/2016,2137.159912,0.003402819
846,7/12/2016,2152.139893,0.006984843
847,7/13/2016,2152.429932,0.000134759
848,7/14/2016,2163.75,0.005245423
849,7/15/2016,2161.73999,-0.000929379
850,7/18/2016,2166.889893,0.002379462
851,7/19/2016,2163.780029,-0.001436205
852,7/20/2016,2173.02002,0.004261209
853,7/21/2016,2165.169922,-0.00361907
854,7/22/2016,2175.030029,0.004543627
855,7/25/2016,2168.47998,-0.003016019
856,7/26/2016,2169.179932,0.000322733
857,7/27/2016,2166.580078,-0.001199261
858,7/28/2016,2170.060059,0.001604921
859,7/29/2016,2173.600098,0.00162998
860,8/1/2016,2170.840088,-0.001270594
861,8/2/2016,2157.030029,-0.006381941
862,8/3/2016,2163.790039,0.003129043
863,8/4/2016,2164.25,0.000212549
864,8/5/2016,2182.870117,0.008566697
865,8/8/2016,2180.889893,-0.000907577
866,8/9/2016,2181.73999,0.000389718
867,8/10/2016,2175.48999,-0.002868797
868,8/11/2016,2185.790039,0.004723415
869,8/12/2016,2184.050049,-0.000796363
870,8/15/2016,2190.149902,0.002789016
871,8/16/2016,2178.149902,-0.005494142
872,8/17/2016,2182.219971,0.001866846
873,8/18/2016,2187.02002,0.002197202
874,8/19/2016,2183.870117,-0.00144131
875,8/22/2016,2182.639893,-0.000563482
876,8/23/2016,2186.899902,0.001949867
877,8/24/2016,2175.439941,-0.005254055
878,8/25/2016,2172.469971,-0.00136616
879,8/26/2016,2169.040039,-0.001580064
880,8/29/2016,2180.379883,0.005214429
881,8/30/2016,2176.120117,-0.001955592
882,8/31/2016,2170.949951,-0.002378691
883,9/1/2016,2170.860107,-4.13855E-05
884,9/2/2016,2179.97998,0.004192242
885,9/6/2016,2186.47998,0.002977242
886,9/7/2016,2186.159912,-0.000146396
887,9/8/2016,2181.300049,-0.002225488
888,9/9/2016,2127.810059,-0.024827742
889,9/12/2016,2159.040039,0.014570387
890,9/13/2016,2127.02002,-0.014941748
891,9/14/2016,2125.77002,-0.000587849
892,9/15/2016,2147.26001,0.010058516
893,9/16/2016,2139.159912,-0.003779428
894,9/19/2016,2139.120117,-1.86033E-05
895,9/20/2016,2139.76001,0.000299094
896,9/21/2016,2163.120117,0.010858
897,9/22/2016,2177.179932,0.006478752
898,9/23/2016,2164.689941,-0.005753293
899,9/26/2016,2146.100098,-0.00862485
900,9/27/2016,2159.929932,0.006423495
901,9/28/2016,2171.370117,0.005282576
902,9/29/2016,2151.129883,-0.009365128
903,9/30/2016,2168.27002,0.007936393
904,10/3/2016,2161.199951,-0.003266023
905,10/4/2016,2150.48999,-0.004967882
906,10/5/2016,2159.72998,0.004287486
907,10/6/2016,2160.77002,0.000481444
908,10/7/2016,2153.73999,-0.003258788
909,10/10/2016,2163.659912,0.00459533
910,10/11/2016,2136.72998,-0.012524578
911,10/12/2016,2139.179932,0.001145933
912,10/13/2016,2132.550049,-0.003104076
913,10/14/2016,2132.97998,0.000201584
914,10/17/2016,2126.5,-0.003042618
915,10/18/2016,2139.600098,0.006141506
916,10/19/2016,2144.290039,0.002189572
917,10/20/2016,2141.340088,-0.001376671
918,10/21/2016,2141.159912,-8.41452E-05
919,10/24/2016,2151.330078,0.004738595
920,10/25/2016,2143.159912,-0.003804957
921,10/26/2016,2139.429932,-0.001741928
922,10/27/2016,2133.040039,-0.002991196
923,10/28/2016,2126.409912,-0.00311314
924,10/31/2016,2126.149902,-0.000122284
925,11/1/2016,2111.719971,-0.006810019
926,11/2/2016,2097.939941,-0.006546885
927,11/3/2016,2088.659912,-0.004433213
928,11/4/2016,2085.179932,-0.00166752
929,11/7/2016,2131.52002,0.0219802
930,11/8/2016,2139.560059,0.003764878
931,11/9/2016,2163.26001,0.01101612
932,11/10/2016,2167.47998,0.001948845
933,11/11/2016,2164.449951,-0.001398928
934,11/14/2016,2164.199951,-0.000115509
935,11/15/2016,2180.389893,0.007452955
936,11/16/2016,2176.939941,-0.001583517
937,11/17/2016,2187.120117,0.004665469
938,11/18/2016,2181.899902,-0.002389651
939,11/21/2016,2198.179932,0.007433702
940,11/22/2016,2202.939941,0.002163091
941,11/23/2016,2204.719971,0.000807698
942,11/25/2016,2213.350098,0.003906746
943,11/28/2016,2201.719971,-0.005268389
944,11/29/2016,2204.659912,0.001334402
945,11/30/2016,2198.810059,-0.00265693
946,12/1/2016,2191.080078,-0.003521723
947,12/2/2016,2191.949951,0.000396928
948,12/5/2016,2204.709961,0.005804427
949,12/6/2016,2212.22998,0.003405084
950,12/7/2016,2241.350098,0.013077359
951,12/8/2016,2246.189941,0.002157015
952,12/9/2016,2259.530029,0.005921419
953,12/12/2016,2256.959961,-0.001138082
954,12/13/2016,2271.719971,0.006518483
955,12/14/2016,2253.280029,-0.008150296
956,12/15/2016,2262.030029,0.003875708
957,12/16/2016,2258.070068,-0.001752157
958,12/19/2016,2262.530029,0.001973173
959,12/20/2016,2270.76001,0.003630913
960,12/21/2016,2265.179932,-0.002460386
961,12/22/2016,2260.959961,-0.001864711
962,12/23/2016,2263.790039,0.001250932
963,12/27/2016,2268.879883,0.002245849
964,12/28/2016,2249.919922,-0.008391641
965,12/29/2016,2249.26001,-0.000293348
966,12/30/2016,2238.830078,-0.004647835
967,1/3/2017,2257.830078,0.008450767
968,1/4/2017,2270.75,0.005705964
969,1/5/2017,2269,-0.000770968
970,1/6/2017,2276.97998,0.003510789
971,1/9/2017,2268.899902,-0.003554905
972,1/10/2017,2268.899902,0
973,1/11/2017,2275.320068,0.002825642
974,1/12/2017,2270.439941,-0.002147112
975,1/13/2017,2274.639893,0.001848132
976,1/17/2017,2267.889893,-0.002971914
977,1/18/2017,2271.889893,0.0017622
978,1/19/2017,2263.689941,-0.003615838
979,1/20/2017,2271.310059,0.003360584
980,1/23/2017,2265.199951,-0.00269375
981,1/24/2017,2280.070068,0.00654314
982,1/25/2017,2298.370117,0.007994053
983,1/26/2017,2296.679932,-0.000735655
984,1/27/2017,2294.689941,-0.00086684
985,1/30/2017,2280.899902,-0.006027673
986,1/31/2017,2278.870117,-0.000890302
987,2/1/2017,2279.550049,0.000298319
988,2/2/2017,2280.850098,0.000570147
989,2/3/2017,2297.419922,0.007238497
990,2/6/2017,2292.560059,-0.002117597
991,2/7/2017,2293.080078,0.000226803
992,2/8/2017,2294.669922,0.000693082
993,2/9/2017,2307.870117,0.005736064
994,2/10/2017,2316.100098,0.003559707
995,2/13/2017,2328.25,0.005232133
996,2/14/2017,2337.580078,0.003999327
997,2/15/2017,2349.25,0.004979889
998,2/16/2017,2347.219971,-0.000864491
999,2/17/2017,2351.159912,0.001677149
1000,2/21/2017,2365.379883,0.00602985
